vorname,anzahl,geschlecht
Marie,69,w
Sophie,58,w
Charlotte,48,w
Paul,43,m
Mia,43,w
Emma,41,w
Alexander,40,m
Emil,40,m
Oskar,36,m
Maximilian,35,m
Maria,35,w
Finn,33,m
Emily,29,w
Felix,27,m
Elias,26,m
Emilia,25,w
David,25,m
Leon,25,m
Johanna,24,w
Luise,24,w
Anton,24,m
Louis,24,m
Lea,23,w
Theodor,23,m
Tim,23,m
Anna,22,w
Ben,22,m
Jonas,22,m
Luca,22,m
Lena,21,w
Lina,21,w
Moritz,20,m
Leonie,19,w
Sophia,19,w
Lennard,19,m
Lukas,19,m
Ella,18,w
Julia,18,w
Luisa,18,w
Noah,18,m
Oliver,18,m
Hannah,17,w
Konstantin,17,m
Mara,16,w
Friedrich,16,m
Leonard,16,m
Maxim,16,m
Theo,16,m
Alexandra,15,w
Greta,15,w
Daniel,15,m
Liam,15,m
Thomas,15,m
Tom,15,m
Helene,14,w
Lisa,14,w
Melina,14,w
Nele,14,w
Florian,14,m
Max,14,m
Amelie,13,w
Elisabeth,13,w
Jasmin,13,w
Lilly,13,w
Pauline,13,w
Pia,13,w
Adrian,13,m
Victoria,13,w
Arthur,13,m
Erik,13,m
Jayden,13,m
Frieda,12,w
Hanna,12,w
Jolie,12,w
Andreas,12,m
Klara,12,w
Benjamin,12,m
Maja,12,w
Henry,12,m
Leo,12,m
Niklas,12,m
Ole,12,m
Helena,11,w
Lara,11,w
Paula,11,w
Anh,11,m
Fabian,11,m
Jakob,11,m
Mika,11,m
Milan,11,m
Pepe,11,m
Philipp,11,m
Wilhelm,11,m
Amy,10,w
Clara,10,w
Luna,10,w
Mathilda,10,w
Merle,10,w
Mila,10,w
Sarah,10,w
Christian,10,m
Emilio,10,m
Fritz,10,m
Joel,10,m
John,10,m
Karl,10,m
Oscar,10,m
Timo,10,m
Vincent,10,m
Anastasia,9,w
Anh,9,w
Antonia,9,w
Elena,9,w
Josephine,9,w
Katharina,9,w
Laura,9,w
Leni,9,w
Mira,9,w
Sofia,9,w
Fynn,9,m
Gia,9,m
Johann,9,m
Johannes,9,m
Kevin,9,m
Lucas,9,m
Nils,9,m
Philip,9,m
Sam,9,m
Ida,8,w
Jenny,8,w
Linh,8,w
Lotta,8,w
Martha,8,w
Melissa,8,w
Mina,8,w
Rosalie,8,w
Valentina,8,w
Aaron,8,m
Benedikt,8,m
Damian,8,m
Franz,8,m
Frederik,8,m
Gabriel,8,m
Huy,8,m
Jannik,8,m
Julius,8,m
Martin,8,m
Carla,7,w
Fabienne,7,w
Frida,7,w
Isabella,7,w
Karlotta,7,w
Lily,7,w
Nora,7,w
Sara,7,w
Viktoria,7,w
Bennet,7,m
Carl,7,m
Dominik,7,m
Ferdinand,7,m
Frank,7,m
Jonathan,7,m
Linus,7,m
Luke,7,m
Noel,7,m
Phillip,7,m
Samuel,7,m
Stefan,7,m
Tobias,7,m
Alice,6,w
Alina,6,w
Amalia,6,w
Ava,6,w
Elisa,6,w
Elly,6,w
Elsa,6,w
Joleen,6,w
Lilli,6,w
Milla,6,w
Olivia,6,w
Paulina,6,w
Ronja,6,w
Vanessa,6,w
Adam,6,m
Albert,6,m
Bao,6,m
Dean,6,m
Gustav,6,m
Hannes,6,m
Jannis,6,m
Jason,6,m
Johnny,6,m
Julian,6,m
Levi,6,m
Luis,6,m
Malte,6,m
Mats,6,m
Matti,6,m
Maurice,6,m
Milo,6,m
Minh,6,m
Nam,6,m
Nick,6,m
Phil,6,m
Simon,6,m
Valentin,6,m
An,5,w
Annabelle,5,w
Aurora,5,w
Bao,5,w
Carlotta,5,w
Elise,5,w
Josefine,5,w
Lene,5,w
Lia,5,w
Lou,5,w
Lucy,5,w
Malou,5,w
Maya,5,w
Minh,5,w
Monika,5,w
Nina,5,w
Nova,5,w
Sofie,5,w
Violetta,5,w
Vy,5,w
Zoey,5,w
Antonio,5,m
Charlie,5,m
Duc,5,m
Henrik,5,m
Hugo,5,m
Jan,5,m
Joshua,5,m
Justus,5,m
Kai,5,m
Leopold,5,m
Levin,5,m
Marlon,5,m
Matteo,5,m
Michael,5,m
Otto,5,m
Pascal,5,m
