vorname,anzahl,geschlecht,position
Sophie,7,w,2
Emilia,7,w,1
Mia,7,w,1
Marie,6,w,2
Amir,6,m,1
Elias,6,m,1
Liam,6,m,1
Mila,6,w,1
Maximilian,6,m,1
Yusuf,6,m,1
Nur,5,w,2
Lara,5,w,1
Mira,5,w,1
Adam,5,m,1
Ben,5,m,1
Luca,5,m,1
Mustafa,5,m,1
Theodor,5,m,1
Ali,4,m,2
Elias,4,m,2
Levi,4,m,2
Rose,4,w,2
Ariana,4,w,1
Elena,4,w,1
Emily,4,w,1
Emma,4,w,1
Lea,4,w,1
Alexander,4,m,1
Mina,4,w,1
Azad,4,m,1
Sara,4,w,1
Can,4,m,1
Emir,4,m,1
Ibrahim,4,m,1
Leon,4,m,1
Leonard,4,m,1
Mohammad,4,m,1
Mohammed,4,m,1
Noah,4,m,1
Alexander,3,m,2
Daniel,3,m,2
Sophia,3,w,2
Leon,3,m,2
Maximilian,3,m,2
Samuel,3,m,2
Charlotte,3,w,1
Ella,3,w,1
Helena,3,w,1
Isabella,3,w,1
Jana,3,w,1
Julia,3,w,1
Leen,3,w,1
Lilly,3,w,1
Alaz,3,m,1
Maja,3,w,1
Alex,3,m,1
Masal,3,w,1
Ali,3,m,1
Merle,3,w,1
Emilian,3,m,1
Meryem,3,w,1
Fabian,3,m,1
Sarah,3,w,1
Felix,3,m,1
Fiete,3,m,1
Filip,3,m,1
Jayden,3,m,1
Jonas,3,m,1
Jonathan,3,m,1
Joshua,3,m,1
Karim,3,m,1
Lucas,3,m,1
Luis,3,m,1
Luka,3,m,1
Mahir,3,m,1
Mehmet,3,m,1
Milan,3,m,1
Niklas,3,m,1
Paul,3,m,1
Vincent,3,m,1
Michael,2,m,3
Otto,2,m,3
Anna,2,w,2
Beatrice,2,w,2
Charlotte,2,w,2
Ahmad,2,m,2
Joleen,2,w,2
Basri,2,m,2
Jolie,2,w,2
Ben,2,m,2
Laura,2,w,2
Benjamin,2,m,2
Maria,2,w,2
Damian,2,m,2
Rosa,2,w,2
Emil,2,m,2
Viktoria,2,w,2
Florian,2,m,2
Jonas,2,m,2
Lukas,2,m,2
Marc,2,m,2
Maxim,2,m,2
Neo,2,m,2
Noah,2,m,2
Selim,2,m,2
Wilhelm,2,m,2
Willi,2,m,2
Aaliyah,2,w,1
Alessia,2,w,1
Alice,2,w,1
Alva,2,w,1
Amal,2,w,1
Amelia,2,w,1
Amelie,2,w,1
Amira,2,w,1
Amy,2,w,1
Anastasia,2,w,1
Arya,2,w,1
Azra,2,w,1
Berfin,2,w,1
Cataleya,2,w,1
Damla,2,w,1
Ece,2,w,1
Elisa,2,w,1
Aaron,2,m,1
Elisabeth,2,w,1
Abd,2,m,1
Elissa,2,w,1
Adrian,2,m,1
Fatima,2,w,1
Ahmad,2,m,1
Fiona,2,w,1
Aras,2,m,1
Gizem,2,w,1
Armin,2,m,1
Hadil,2,w,1
Ayaz,2,m,1
Hailey,2,w,1
Damian,2,m,1
Hanna,2,w,1
Daniel,2,m,1
Helin,2,w,1
Dawud,2,m,1
Laura,2,w,1
Dean,2,m,1
Lilia,2,w,1
Deniz,2,m,1
Lina,2,w,1
Diyar,2,m,1
Lisa,2,w,1
Gabriel,2,m,1
Liv,2,w,1
Giovanni,2,m,1
Liya,2,w,1
Hamza,2,m,1
Lucia,2,w,1
Hasan,2,m,1
Maila,2,w,1
Hassan,2,m,1
Malia,2,w,1
Jamil,2,m,1
Mayla,2,w,1
Jerome,2,m,1
Melisa,2,w,1
John,2,m,1
Narin,2,w,1
Julius,2,m,1
Olivia,2,w,1
Kamil,2,m,1
Paulina,2,w,1
Khalid,2,m,1
Yasmin,2,w,1
Kilian,2,m,1
Konstantin,2,m,1
Laurin,2,m,1
Leo,2,m,1
Levi,2,m,1
Lian,2,m,1
Lion,2,m,1
Louis,2,m,1
Lukas,2,m,1
Maxim,2,m,1
Mert,2,m,1
Nils,2,m,1
Ole,2,m,1
Oskar,2,m,1
Rafael,2,m,1
Salim,2,m,1
Samuel,2,m,1
Timo,2,m,1
Tobias,2,m,1
Valentino,2,m,1
Yasin,2,m,1
