vorname,anzahl,geschlecht
Marie,114,w
Sophie,94,w
Maximilian,67,m
Charlotte,65,w
Maria,59,w
Alexander,58,m
Elias,56,m
Paul,53,m
Emilia,53,w
Anton,48,m
Sophia,47,w
Noah,46,m
Emil,44,m
Mia,41,w
Luise,40,w
Louis,38,m
Jonas,37,m
Johanna,36,w
Jakob,35,m
Felix,34,m
Hanna,33,w
Benjamin,33,m
Jan,33,m
Jonathan,33,m
Ali,32,m
Karl,32,m
Helene,29,w
Moritz,29,m
Emma,28,w
David,28,m
Anna,27,w
Hannah,27,w
Lena,27,w
Liam,27,m
Samuel,27,m
Ella,26,w
Lea,26,w
Julian,26,m
Laura,25,w
Oskar,25,m
Philipp,25,m
Elisabeth,24,w
Ida,24,w
Marlene,24,w
Mila,24,w
Mira,24,w
Leonard,24,m
Clara,23,w
Ben,23,m
Lara,23,w
Friedrich,23,m
Luisa,23,w
Luca,23,m
Maja,23,w
Leo,22,m
Theodor,22,m
Valentin,22,m
Emily,21,w
Helena,21,w
Lina,21,w
Finn,21,m
Lukas,21,m
Max,21,m
Elif,20,w
Elisa,20,w
Sarah,20,w
Levi,20,m
Mika,20,m
Paula,19,w
Leon,19,m
Julia,18,w
Leonie,18,w
Johann,18,m
Justus,18,m
Sebastian,18,m
Greta,17,w
Klara,17,w
Julius,17,m
Linus,17,m
Vincent,17,m
Amelie,16,w
Antonia,16,w
Mathilda,16,w
Matilda,16,w
Adam,16,m
Pauline,16,w
Arthur,16,m
Erik,16,m
Richard,16,m
Katharina,15,w
Melina,15,w
Fabian,15,m
Frederik,15,m
Konstantin,15,m
Martin,15,m
Ole,15,m
Raphael,15,m
Simon,15,m
Ava,14,w
Elena,14,w
Lia,14,w
Louisa,14,w
Mina,14,w
Rosa,14,w
Can,14,m
Henri,14,m
Joshua,14,m
Noel,14,m
Theo,14,m
Ela,13,w
Frieda,13,w
Isabella,13,w
Louise,13,w
Lucia,13,w
Olivia,13,w
Adrian,13,m
Carl,13,m
Daniel,13,m
Gabriel,13,m
Henry,13,m
Joel,13,m
Luis,13,m
Michael,13,m
Niklas,13,m
Oscar,13,m
Tom,13,m
Ömer,13,m
Alexandra,12,w
Alma,12,w
Nina,12,w
Sofia,12,w
Viktoria,12,w
Zoe,12,w
Aaron,12,m
Bruno,12,m
Jonah,12,m
Mattis,12,m
Wilhelm,12,m
Carlotta,11,w
Elsa,11,w
Eva,11,w
Josephine,11,w
Leni,11,w
Magdalena,11,w
Mara,11,w
Nele,11,w
Nur,11,w
Paulina,11,w
Romy,11,w
Emir,11,m
Ferdinand,11,m
Florian,11,m
Hugo,11,m
Johannes,11,m
Leander,11,m
Malik,11,m
Maxim,11,m
Muhammed,11,m
Tim,11,m
Yusuf,11,m
Ada,10,w
Amalia,10,w
Lilly,10,w
Maya,10,w
Ronja,10,w
Stella,10,w
Tilda,10,w
Zeynep,10,w
Andreas,10,m
Kaan,10,m
Matteo,10,m
Peter,10,m
Yasin,10,m
Alina,9,w
Fatima,9,w
Lilli,9,w
Lisa,9,w
Liv,9,w
Nora,9,w
Ahmad,9,m
August,9,m
Cem,9,m
Christian,9,m
Constantin,9,m
Efe,9,m
Fynn,9,m
Georg,9,m
Hannes,9,m
Hans,9,m
Konrad,9,m
Lennard,9,m
Luka,9,m
Milan,9,m
Mohammad,9,m
Omar,9,m
Rafael,9,m
Aurelia,8,w
Elise,8,w
Emelie,8,w
Emilie,8,w
Fiona,8,w
Isabelle,8,w
Linda,8,w
Lotta,8,w
Martha,8,w
Michelle,8,w
Miray,8,w
Rose,8,w
Sofie,8,w
Thea,8,w
Valentina,8,w
Amir,8,m
Antonio,8,m
Bilal,8,m
Caspar,8,m
Enno,8,m
Hussein,8,m
James,8,m
Johan,8,m
Joseph,8,m
Lasse,8,m
Levin,8,m
Manuel,8,m
Marcel,8,m
Mateo,8,m
Mats,8,m
Mustafa,8,m
Nicolas,8,m
Oliver,8,m
Otto,8,m
Pepe,8,m
Tobias,8,m
Wolfgang,8,m
Amina,7,w
Anastasia,7,w
Anouk,7,w
Azra,7,w
Finja,7,w
Frida,7,w
Isabel,7,w
Juna,7,w
Lene,7,w
Leonora,7,w
Luna,7,w
Marta,7,w
Meryem,7,w
Mona,7,w
Nisa,7,w
Sara,7,w
Selma,7,w
Victoria,7,w
Benedikt,7,m
Edgar,7,m
Emin,7,m
Hamza,7,m
Ibrahim,7,m
Josef,7,m
Kilian,7,m
Leonidas,7,m
Lian,7,m
Ludwig,7,m
Luke,7,m
Mio,7,m
Musa,7,m
Nico,7,m
Nils,7,m
Robin,7,m
Tristan,7,m
William,7,m
Alva,6,w
Ana,6,w
Ellen,6,w
Esma,6,w
Henriette,6,w
Hira,6,w
Isabell,6,w
Jasmin,6,w
Josefine,6,w
Karlotta,6,w
Lilian,6,w
Linnea,6,w
Lou,6,w
Malak,6,w
Melissa,6,w
Merle,6,w
Ruth,6,w
Su,6,w
Theresa,6,w
Vivien,6,w
Ege,6,m
Franz,6,m
Gustav,6,m
Hassan,6,m
Ilyas,6,m
Jakub,6,m
Jason,6,m
Jona,6,m
Lennart,6,m
Lennox,6,m
Leonardo,6,m
Lionel,6,m
Marlon,6,m
Marvin,6,m
Mehmet,6,m
Mert,6,m
Mohammed,6,m
Philip,6,m
Piet,6,m
Robert,6,m
Selim,6,m
Thomas,6,m
Till,6,m
Aliyah,5,w
Amelia,5,w
Anni,5,w
Annika,5,w
Celina,5,w
Chiara,5,w
Dora,5,w
Karla,5,w
Leyla,5,w
Liah,5,w
Lillian,5,w
Livia,5,w
Liya,5,w
Lotte,5,w
Malin,5,w
Malou,5,w
Margarete,5,w
Mariam,5,w
Maryam,5,w
Medina,5,w
Milena,5,w
Monika,5,w
Noa,5,w
Rosalie,5,w
Teresa,5,w
Zoé,5,w
Ahmed,5,m
Alan,5,m
Albert,5,m
Anthony,5,m
Antoni,5,m
Bastian,5,m
Benno,5,m
Casimir,5,m
Dean,5,m
Elia,5,m
Emilio,5,m
Frank,5,m
Fritz,5,m
Henrik,5,m
Ian,5,m
Jacob,5,m
Jannis,5,m
Jayden,5,m
Karim,5,m
Kerem,5,m
Khaled,5,m
Klaus,5,m
Kurt,5,m
Lars,5,m
Leonhard,5,m
Leopold,5,m
Lias,5,m
Lorenz,5,m
Magnus,5,m
Mahir,5,m
Malte,5,m
Marco,5,m
Maria,5,m
Mario,5,m
Mark,5,m
Marten,5,m
Matthias,5,m
Matti,5,m
Miran,5,m
Nathan,5,m
Rasmus,5,m
Rio,5,m
Roman,5,m
Werner,5,m
Yunus,5,m
Aaliyah,4,w
