vorname,anzahl,geschlecht,position
Marie,50,w,2
Sophie,45,w,2
Adam,40,m,1
Alexander,31,m,2
Emilia,30,w,1
Ali,28,m,1
Maria,25,w,2
Anna,24,w,1
Ella,23,w,1
Ali,22,m,2
Amir,21,m,1
Benjamin,21,m,1
Maria,21,w,1
David,21,m,1
Mira,21,w,1
Emil,21,m,1
Leon,21,m,1
Louis,21,m,1
Noah,21,m,1
Hannah,20,w,1
Omar,20,m,1
Mila,19,w,1
Elias,19,m,1
Oskar,19,m,1
Paul,19,m,1
Charlotte,18,w,1
Leonie,18,w,1
Karl,18,m,1
Julian,17,m,1
Yusuf,17,m,1
Fatima,16,w,1
Lina,16,w,1
Mia,16,w,1
Sophia,16,w,1
Alexander,16,m,1
Jonas,16,m,1
Lukas,16,m,1
Vincent,16,m,1
David,15,m,2
Marlene,15,w,1
Paula,15,w,1
Ibrahim,15,m,1
Maximilian,15,m,1
Muhammad,15,m,1
Maximilian,14,m,2
Clara,14,w,1
Olivia,14,w,1
Felix,14,m,1
Jonathan,14,m,1
Leonard,14,m,1
Milan,14,m,1
Mohammad,14,m,1
Charlotte,13,w,2
Paul,13,m,2
Emilia,13,w,2
Luise,13,w,2
Amira,13,w,1
Elisa,13,w,1
Emily,13,w,1
Emma,13,w,1
Lena,13,w,1
Zeynep,13,w,1
Anton,13,m,1
Ben,13,m,1
Leo,13,m,1
Muhammed,13,m,1
Benjamin,12,m,2
Elif,12,w,1
Levi,12,m,1
Luis,12,m,1
Elisabeth,11,w,2
Johanna,11,w,2
Ava,11,w,1
Eva,11,w,1
Hanna,11,w,1
Lara,11,w,1
Laura,11,w,1
Liv,11,w,1
Marie,11,w,1
Sarah,11,w,1
Sophie,11,w,1
Jakob,11,m,1
Liam,11,m,1
Mehmet,11,m,1
Niklas,11,m,1
Samuel,11,m,1
Theodor,11,m,1
Valentin,11,m,1
Felix,10,m,2
Sophia,10,w,2
Amelie,10,w,1
Elena,10,w,1
Ida,10,w,1
Isabella,10,w,1
Johanna,10,w,1
Martha,10,w,1
Sofia,10,w,1
Ahmad,10,m,1
Bruno,10,m,1
Henry,10,m,1
Max,10,m,1
Mohamed,10,m,1
Theo,10,m,1
Emil,9,m,2
Michael,9,m,2
Valentin,9,m,2
Nur,9,w,2
Antonia,9,w,1
Elisabeth,9,w,1
Greta,9,w,1
Klara,9,w,1
Mina,9,w,1
Nora,9,w,1
Nour,9,w,1
Arthur,9,m,1
Pauline,9,w,1
Carl,9,m,1
Rosa,9,w,1
Finn,9,m,1
Sara,9,w,1
Hamza,9,m,1
Victoria,9,w,1
Julius,9,m,1
Malik,9,m,1
Mats,9,m,1
Adrian,8,m,2
Daniel,8,m,2
Elias,8,m,2
Johann,8,m,2
Karl,8,m,2
Alessia,8,w,1
Alina,8,w,1
Amelia,8,w,1
Abdullah,8,m,1
Jana,8,w,1
Edgar,8,m,1
Luna,8,w,1
Franz,8,m,1
Malak,8,w,1
Friedrich,8,m,1
Mathilda,8,w,1
Jamal,8,m,1
Maya,8,w,1
Jan,8,m,1
Paulina,8,w,1
Leonardo,8,m,1
Romy,8,w,1
Luca,8,m,1
Wilma,8,w,1
Milo,8,m,1
Mohamad,8,m,1
Moritz,8,m,1
Philipp,8,m,1
Raphael,8,m,1
Yasin,8,m,1
Antonia,7,w,2
Marlene,7,w,2
Sofia,7,w,2
Valentina,7,w,2
Can,7,m,2
Frederik,7,m,2
Gabriel,7,m,2
Jonathan,7,m,2
Leonard,7,m,2
Josephine,7,w,1
Lisa,7,w,1
Luisa,7,w,1
Maja,7,w,1
Meryem,7,w,1
Nele,7,w,1
Aaron,7,m,1
Selin,7,w,1
Adrian,7,m,1
Thea,7,w,1
Alessio,7,m,1
Emir,7,m,1
Henri,7,m,1
Hussein,7,m,1
Jakub,7,m,1
Johan,7,m,1
John,7,m,1
Joshua,7,m,1
Lian,7,m,1
Malek,7,m,1
Mert,7,m,1
Miran,7,m,1
Mohammed,7,m,1
Ole,7,m,1
Ömer,7,m,1
Elisabeth,6,w,3
Marie,6,w,3
Amalia,6,w,2
Amelie,6,w,2
Anna,6,w,2
Josephine,6,w,2
Katharina,6,w,2
Louise,6,w,2
Constantin,6,m,2
Victoria,6,w,2
Efe,6,m,2
Joel,6,m,2
Julius,6,m,2
Leo,6,m,2
Liam,6,m,2
Louis,6,m,2
Ludwig,6,m,2
Otto,6,m,2
Alma,6,w,1
Amina,6,w,1
Ela,6,w,1
Frida,6,w,1
Frieda,6,w,1
Helena,6,w,1
Jasmin,6,w,1
Julia,6,w,1
Lea,6,w,1
Lia,6,w,1
Lilly,6,w,1
Lily,6,w,1
Luise,6,w,1
Melisa,6,w,1
Nina,6,w,1
Ayaz,6,m,1
Caspar,6,m,1
Erik,6,m,1
Hannes,6,m,1
